Episode,Episode-Reward,Total-Reward,ActionAVG,Q-Value,LinesCleared
1570,15.5,43930.3,2.1,29.69288,0
1571,15.6,43945.9,3.04,29.68952,0
1572,14.55,43960.45,3.87,29.68823,0
1573,15.4,43975.85,3.85,29.68766,0
1574,11.6,43987.45,3.41,29.68338,0
1575,38.2,44025.65,2.35,29.68716,0
1576,10.75,44036.4,2.18,29.68427,0
1577,20.2,44056.6,3.07,29.68493,0
1578,12.2,44068.8,3.17,29.68094,0
1579,19.5,44088.3,2.76,29.67488,0
1580,32.8,44121.1,3.22,29.67667,0
1581,6.55,44127.65,2.4,29.67715,0
1582,4.6,44132.25,2.0,29.67606,0
1583,8.95,44141.2,3.74,29.67447,0
1584,13.35,44154.55,3.81,29.67843,0
1585,23.05,44177.6,3.36,29.67865,0
1586,2.2,44179.8,2.96,29.67759,0
1587,12.05,44191.85,3.03,29.67755,0
1588,12.95,44204.8,3.46,29.67321,0
1589,5.55,44210.35,4.04,29.6724,0
1590,9.8,44220.15,2.67,29.67132,0
1591,23.15,44243.3,3.52,29.67621,0
1592,18.75,44262.05,3.15,29.67586,0
1593,16.85,44278.9,2.72,29.67902,0
1594,8.8,44287.7,3.64,29.67926,0
1595,18.55,44306.25,2.58,29.67737,0
1596,11.15,44317.4,2.82,29.67233,0
1597,5.85,44323.25,2.81,29.67067,0
1598,20.35,44343.6,3.11,29.66525,0
1599,9.3,44352.9,3.5,29.66365,0
1600,6.85,44359.75,3.7,29.66482,0
1601,10.15,44369.9,1.85,29.66116,0
1602,37.25,44407.15,2.23,29.66278,0
1603,16.45,44423.6,2.85,29.6676,0
1604,9.0,44432.6,3.11,29.66665,0
1605,17.3,44449.9,2.85,29.66733,0
1606,9.75,44459.65,3.59,29.67078,0
1607,23.85,44483.5,2.88,29.66541,0
1608,6.65,44490.15,2.6,29.66549,0
1609,2.45,44492.6,3.76,29.66348,0
1610,11.55,44504.15,2.68,29.66312,0
1611,13.9,44518.05,4.24,29.66105,0
1612,15.65,44533.7,2.29,29.6568,0
1613,19.75,44553.45,3.55,29.65694,0
1614,13.55,44567.0,4.13,29.65497,0
1615,27.1,44594.1,3.64,29.65091,0
1616,13.6,44607.7,3.23,29.64792,0
1617,18.65,44626.35,2.91,29.65006,0
1618,15.35,44641.7,3.02,29.64615,0
1619,14.65,44656.35,2.99,29.64623,0
1620,12.45,44668.8,2.31,29.64743,0
1621,5.45,44674.25,3.15,29.64549,0
1622,4.4,44678.65,4.05,29.64545,0
1623,1.85,44680.5,2.65,29.64591,0
1624,10.0,44690.5,2.22,29.64672,0
1625,16.2,44706.7,3.93,29.64554,0
1626,12.0,44718.7,2.85,29.64179,0
1627,13.55,44732.25,3.88,29.64096,0
1628,5.9,44738.15,2.36,29.63982,0
1629,4.6,44742.75,2.07,29.63958,0
1630,9.7,44752.45,2.7,29.64167,0
1631,8.8,44761.25,3.84,29.6413,0
1632,19.45,44780.7,3.86,29.64106,0
1633,7.4,44788.1,3.12,29.64063,0
1634,16.9,44805.0,3.19,29.63772,0
1635,4.4,44809.4,2.95,29.63836,0
1636,13.9,44823.3,4.48,29.63745,0
1637,3.5,44826.8,2.54,29.63497,0
1638,5.7,44832.5,2.55,29.63684,0
1639,4.55,44837.05,2.81,29.6355,0
1640,10.05,44847.1,2.62,29.63286,0
1641,18.45,44865.55,3.63,29.63408,0
1642,8.1,44873.65,1.7,29.63216,0
1643,27.65,44901.3,2.83,29.63717,0
1644,9.9,44911.2,3.18,29.63518,0
1645,5.75,44916.95,1.8,29.63436,0
1646,26.95,44943.9,2.71,29.63564,0
1647,22.15,44966.05,2.71,29.62788,0
1648,6.1,44972.15,2.11,29.62492,0
1649,15.75,44987.9,2.82,29.62194,0
1650,17.85,45005.75,2.22,29.62032,0
1651,12.35,45018.1,2.75,29.61725,0
1652,6.45,45024.55,2.03,29.61651,0
1653,10.55,45035.1,3.35,29.61435,0
1654,11.55,45046.65,3.08,29.6111,0
1655,18.55,45065.2,2.23,29.60964,0
1656,15.8,45081.0,1.92,29.60373,0
1657,14.5,45095.5,1.9,29.60072,0
1658,21.1,45116.6,3.17,29.59966,0
1659,5.25,45121.85,2.7,29.59923,0
1660,17.9,45139.75,2.07,29.59439,0
1661,17.9,45157.65,3.41,29.59528,0
1662,9.6,45167.25,2.05,29.59287,0
1663,17.55,45184.8,2.23,29.596,0
1664,15.0,45199.8,2.37,29.58997,0
1665,11.6,45211.4,2.33,29.58804,0
1666,11.4,45222.8,1.27,29.58972,0
1667,18.85,45241.65,2.58,29.58378,0
1668,10.45,45252.1,2.83,29.58123,0
1669,4.95,45257.05,2.26,29.57967,0
1670,16.95,45274.0,2.88,29.57876,0
1671,19.75,45293.75,3.31,29.57735,0
1672,19.8,45313.55,2.95,29.5783,0
1673,12.4,45325.95,3.38,29.57828,0
1674,8.25,45334.2,2.21,29.57708,0
1675,4.55,45338.75,2.2,29.57658,0
1676,13.45,45352.2,3.42,29.57459,0
1677,7.05,45359.25,2.05,29.57138,0
1678,6.5,45365.75,1.99,29.56632,0
1679,4.75,45370.5,2.64,29.56574,0
1680,13.2,45383.7,2.6,29.56295,0
1681,26.1,45409.8,2.99,29.55817,0
1682,5.5,45415.3,2.81,29.55678,0
1683,12.8,45428.1,1.86,29.55253,0
1684,9.8,45437.9,4.1,29.55383,0
1685,9.55,45447.45,3.21,29.55242,0
1686,32.65,45480.1,2.66,29.55261,0
1687,31.55,45511.65,3.17,29.55256,0
1688,8.9,45520.55,2.19,29.5538,0
1689,6.35,45526.9,2.45,29.55291,0
1690,6.6,45533.5,2.69,29.55303,0
1691,17.35,45550.85,2.71,29.54803,0
1692,14.75,45565.6,2.75,29.54635,0
1693,23.3,45588.9,2.69,29.54488,0
1694,30.95,45619.85,2.23,29.54207,0
1695,14.55,45634.4,2.86,29.53892,0
1696,13.6,45648.0,2.99,29.53541,0
1697,15.0,45663.0,3.57,29.5353,0
1698,23.1,45686.1,2.46,29.5368,0
1699,5.95,45692.05,2.54,29.53435,0
1700,8.0,45700.05,2.66,29.53301,0
1701,11.45,45711.5,3.16,29.53116,0
1702,6.4,45717.9,1.62,29.53229,0
1703,12.5,45730.4,3.13,29.53165,0
1704,10.2,45740.6,3.43,29.53097,0
1705,14.6,45755.2,2.98,29.52781,0
1706,6.65,45761.85,2.62,29.52289,0
1707,24.1,45785.95,3.53,29.52644,0
1708,19.7,45805.65,3.65,29.52766,0
1709,11.55,45817.2,3.79,29.53021,0
1710,5.15,45822.35,2.81,29.52849,0
1711,13.1,45835.45,3.0,29.52545,0
1712,8.25,45843.7,2.89,29.5226,0
1713,12.95,45856.65,2.9,29.51919,0
1714,15.2,45871.85,2.35,29.521,0
1715,26.95,45898.8,2.43,29.51773,0
1716,14.5,45913.3,2.93,29.5165,0
1717,3.9,45917.2,2.64,29.51468,0
1718,15.55,45932.75,2.47,29.5168,0
1719,9.75,45942.5,2.52,29.51499,0
1720,16.0,45958.5,3.52,29.51378,0
1721,21.15,45979.65,2.84,29.51267,0
1722,5.85,45985.5,3.61,29.51202,0
1723,29.55,46015.05,4.28,29.51056,0
1724,3.6,46018.65,2.24,29.50898,0
1725,15.8,46034.45,2.64,29.50466,0
1726,28.75,46063.2,3.37,29.50352,0
1727,12.35,46075.55,2.96,29.50357,0
1728,6.15,46081.7,2.12,29.50298,0
1729,9.25,46090.95,3.77,29.50167,0
1730,10.0,46100.95,3.42,29.50379,0
1731,14.3,46115.25,2.32,29.50406,0
1732,7.25,46122.5,2.53,29.50184,0
1733,9.9,46132.4,3.01,29.4989,0
1734,12.45,46144.85,2.48,29.49801,0
1735,1.7,46146.55,1.92,29.49583,0
1736,5.85,46152.4,2.23,29.4954,0
1737,13.55,46165.95,2.68,29.49327,0
1738,20.3,46186.25,3.4,29.49233,0
1739,13.6,46199.85,3.33,29.49412,0
1740,25.75,46225.6,2.63,29.48893,0
1741,19.6,46245.2,2.86,29.48631,0
1742,16.05,46261.25,3.55,29.48652,0
1743,8.9,46270.15,3.41,29.48525,0
1744,16.05,46286.2,2.47,29.48503,0
1745,5.15,46291.35,2.14,29.4847,0
1746,11.45,46302.8,3.32,29.48261,0
1747,18.8,46321.6,2.28,29.48246,0
1748,17.8,46339.4,2.62,29.48234,0
1749,9.1,46348.5,1.88,29.4783,0
1750,15.4,46363.9,3.42,29.48031,0
1751,18.1,46382.0,3.57,29.47674,0
1752,22.8,46404.8,3.67,29.47414,0
1753,15.85,46420.65,2.12,29.47202,0
1754,19.1,46439.75,3.3,29.4675,0
1755,13.85,46453.6,2.64,29.46621,0
1756,8.15,46461.75,2.1,29.46619,0
1757,6.35,46468.1,2.93,29.46398,0
1758,2.75,46470.85,2.4,29.46215,0
1759,8.0,46478.85,3.02,29.45994,0
1760,10.2,46489.05,3.41,29.45999,0
1761,12.3,46501.35,2.02,29.45828,0
1762,6.9,46508.25,2.42,29.45609,0
1763,10.6,46518.85,2.04,29.45414,0
1764,14.8,46533.65,3.01,29.45321,0
1765,6.6,46540.25,2.18,29.45215,0
1766,13.7,46553.95,2.83,29.4486,0
1767,6.4,46560.35,2.3,29.4466,0
1768,6.95,46567.3,3.07,29.44624,0
1769,14.45,46581.75,2.69,29.44403,0
1770,19.75,46601.5,3.29,29.44262,0
1771,33.25,46634.75,2.44,29.43879,0
1772,11.7,46646.45,2.86,29.43503,0
1773,9.7,46656.15,2.22,29.43318,0
1774,18.1,46674.25,2.9,29.42986,0
1775,20.0,46694.25,3.09,29.42627,0
1776,11.8,46706.05,2.78,29.42439,0
1777,13.35,46719.4,2.5,29.4196,0
1778,1.6,46721.0,2.26,29.41831,0
1779,5.8,46726.8,2.56,29.417,0
1780,2.75,46729.55,2.27,29.41635,0
1781,9.7,46739.25,2.82,29.41299,0
1782,8.8,46748.05,4.09,29.41194,0
1783,3.95,46752.0,2.42,29.41076,0
1784,3.35,46755.35,3.23,29.40995,0
1785,19.65,46775.0,2.08,29.41413,0
1786,10.2,46785.2,2.86,29.41425,0
1787,17.15,46802.35,3.2,29.41307,0
1788,11.25,46813.6,2.0,29.41052,0
1789,17.95,46831.55,3.16,29.4098,0
1790,11.05,46842.6,2.1,29.40662,0
1791,9.05,46851.65,2.3,29.40463,0
1792,13.0,46864.65,2.98,29.40268,0
1793,17.2,46881.85,2.63,29.40409,0
1794,21.0,46902.85,2.69,29.40329,0
1795,13.0,46915.85,3.1,29.40277,0
1796,18.4,46934.25,3.88,29.40019,0
1797,10.45,46944.7,2.99,29.39764,0
1798,17.1,46961.8,2.62,29.39418,0
1799,2.75,46964.55,2.63,29.39304,0
1800,8.15,46972.7,2.71,29.38943,0
1801,31.3,47004.0,3.04,29.38598,0
1802,7.8,47011.8,2.06,29.38456,0
1803,10.85,47022.65,2.84,29.38091,0
1804,21.5,47044.15,3.19,29.37943,0
1805,7.25,47051.4,2.71,29.37671,0
1806,17.2,47068.6,2.79,29.37236,0
1807,11.0,47079.6,2.91,29.36922,0
1808,21.2,47100.8,2.91,29.36834,0
1809,14.05,47114.85,2.25,29.37288,0
1810,11.85,47126.7,3.42,29.37164,0
1811,14.9,47141.6,2.74,29.3693,0
1812,13.9,47155.5,3.07,29.36832,0
1813,13.7,47169.2,3.63,29.36695,0
1814,19.35,47188.55,2.94,29.36557,0
1815,8.4,47196.95,2.98,29.36417,0
1816,7.85,47204.8,3.24,29.3631,0
1817,3.15,47207.95,2.67,29.36119,0
1818,17.65,47225.6,3.6,29.35944,0
1819,10.9,47236.5,2.6,29.35887,0
1820,5.0,47241.5,3.0,29.35779,0
1821,16.4,47257.9,2.41,29.35673,0
1822,11.8,47269.7,2.91,29.35281,0
1823,19.4,47289.1,2.68,29.34871,0
1824,13.45,47302.55,3.15,29.34835,0
1825,15.25,47317.8,2.79,29.34539,0
1826,17.45,47335.25,3.1,29.34398,0
1827,11.7,47346.95,3.03,29.34336,0
1828,6.35,47353.3,2.07,29.34061,0
1829,14.3,47367.6,2.93,29.33984,0
1830,13.4,47381.0,2.69,29.33945,0
1831,16.6,47397.6,3.03,29.3396,0
1832,17.75,47415.35,2.1,29.33633,0
1833,26.3,47441.65,3.01,29.33423,0
1834,24.7,47466.35,3.3,29.33438,0
1835,13.85,47480.2,3.25,29.33552,0
1836,16.1,47496.3,2.67,29.33436,0
1837,11.25,47507.55,3.48,29.33462,0
1838,14.25,47521.8,3.57,29.33373,0
1839,4.35,47526.15,2.52,29.33332,0
1840,8.95,47535.1,2.9,29.33238,0
1841,5.6,47540.7,2.65,29.33086,0
1842,13.4,47554.1,3.12,29.33091,0
1843,3.5,47557.6,2.46,29.3288,0
1844,11.95,47569.55,2.44,29.33147,0
1845,16.7,47586.25,3.02,29.3307,0
1846,4.55,47590.8,3.78,29.33075,0
1847,28.0,47618.8,3.26,29.32925,0
1848,7.35,47626.15,1.77,29.32887,0
1849,13.8,47639.95,2.66,29.33052,0
1850,13.2,47653.15,2.81,29.33186,0
1851,5.7,47658.85,2.92,29.32935,0
1852,10.35,47669.2,2.86,29.32628,0
1853,16.2,47685.4,3.65,29.32358,0
1854,8.2,47693.6,2.54,29.32297,0
1855,4.35,47697.95,2.45,29.32178,0
1856,27.35,47725.3,2.88,29.3221,0
1857,9.45,47734.75,2.71,29.31997,0
1858,20.6,47755.35,3.12,29.31656,0
1859,10.4,47765.75,2.59,29.31529,0
1860,6.35,47772.1,2.33,29.31091,0
1861,23.75,47795.85,3.43,29.31139,0
1862,4.3,47800.15,2.7,29.31064,0
1863,9.45,47809.6,2.48,29.30912,0
1864,9.0,47818.6,2.22,29.30615,0
1865,16.15,47834.75,2.77,29.3056,0
1866,13.15,47847.9,2.27,29.29872,0
1867,11.1,47859.0,3.03,29.29675,0
1868,12.0,47871.0,2.49,29.29398,0
1869,19.7,47890.7,4.57,29.29299,0
1870,23.1,47913.8,3.6,29.29226,0
1871,10.55,47924.35,2.72,29.29044,0
1872,6.85,47931.2,3.16,29.28852,0
1873,6.0,47937.2,2.84,29.28689,0
1874,11.8,47949.0,2.67,29.28432,0
1875,6.2,47955.2,3.62,29.28306,0
1876,11.85,47967.05,2.87,29.28174,0
1877,15.65,47982.7,3.79,29.28063,0
1878,8.65,47991.35,2.58,29.28065,0
1879,11.4,48002.75,3.55,29.27926,0
1880,18.15,48020.9,2.66,29.27987,0
1881,18.65,48039.55,2.58,29.28315,0
1882,13.55,48053.1,2.85,29.27995,0
1883,20.75,48073.85,3.44,29.27974,0
1884,19.35,48093.2,2.42,29.27705,0
1885,14.8,48108.0,2.88,29.2765,0
1886,5.2,48113.2,2.14,29.27506,0
1887,9.6,48122.8,2.85,29.27505,0
1888,4.4,48127.2,3.05,29.27504,0
1889,14.4,48141.6,2.47,29.27474,0
1890,15.95,48157.55,2.57,29.27078,0
1891,17.2,48174.75,2.5,29.26706,0
1892,13.05,48187.8,4.19,29.26738,0
1893,17.5,48205.3,2.98,29.26677,0
1894,12.3,48217.6,2.37,29.26645,0
1895,23.6,48241.2,2.18,29.26351,0
1896,12.6,48253.8,2.68,29.26401,0
1897,19.55,48273.35,2.98,29.2632,0
1898,7.15,48280.5,2.39,29.26089,0
1899,6.15,48286.65,2.91,29.25908,0
1900,4.1,48290.75,2.0,29.25774,0
1901,6.3,48297.05,2.38,29.25798,0
1902,27.9,48324.95,3.25,29.25709,0
1903,8.5,48333.45,2.36,29.25477,0
1904,27.8,48361.25,2.66,29.25502,0
1905,19.5,48380.75,2.25,29.25406,0
1906,21.5,48402.25,2.82,29.25077,0
1907,10.95,48413.2,2.9,29.24976,0
1908,20.7,48433.9,2.54,29.2475,0
1909,15.4,48449.3,2.12,29.24352,0
1910,5.35,48454.65,2.36,29.24202,0
1911,10.85,48465.5,2.59,29.24029,0
1912,13.95,48479.45,2.77,29.23868,0
1913,25.35,48504.8,3.15,29.23741,0
1914,11.9,48516.7,2.2,29.23385,0
1915,11.9,48528.6,1.86,29.23199,0
1916,18.85,48547.45,2.57,29.23253,0
1917,16.4,48563.85,3.01,29.23149,0
1918,21.95,48585.8,2.86,29.23074,0
1919,6.75,48592.55,2.24,29.22986,0
1920,15.45,48608.0,3.02,29.23072,0
1921,19.05,48627.05,2.54,29.22938,0
1922,18.8,48645.85,2.53,29.22872,0
1923,18.15,48664.0,1.94,29.22464,0
1924,20.25,48684.25,3.34,29.22283,0
1925,11.95,48696.2,2.39,29.22075,0
1926,9.9,48706.1,2.46,29.22019,0
1927,13.9,48720.0,2.66,29.22079,0
1928,14.6,48734.6,3.38,29.21867,0
1929,20.05,48754.65,2.83,29.21742,0
1930,20.5,48775.15,2.43,29.21472,0
1931,21.1,48796.25,2.55,29.21301,0
1932,32.05,48828.3,2.22,29.21029,0
1933,18.65,48846.95,2.18,29.20794,0
1934,8.35,48855.3,2.47,29.20634,0
1935,11.9,48867.2,2.52,29.20486,0
1936,16.8,48884.0,2.32,29.20209,0
1937,10.85,48894.85,1.86,29.19999,0
1938,12.65,48907.5,2.46,29.19938,0
1939,15.8,48923.3,3.11,29.19725,0
1940,19.1,48942.4,2.36,29.1968,0
1941,16.55,48958.95,2.3,29.19357,0
1942,11.1,48970.05,1.88,29.19219,0
1943,12.9,48982.95,2.65,29.19092,0
1944,8.7,48991.65,3.27,29.19053,0
1945,18.25,49009.9,2.03,29.18712,0
1946,21.95,49031.85,2.39,29.18733,0
1947,12.6,49044.45,2.64,29.18667,0
1948,23.6,49068.05,2.55,29.18389,0
1949,6.15,49074.2,2.23,29.18298,0
1950,31.15,49105.35,3.13,29.17973,0
1951,7.5,49112.85,2.01,29.17839,0
1952,10.65,49123.5,2.6,29.17711,0
1953,11.9,49135.4,2.81,29.17728,0
1954,33.9,49169.3,3.46,29.1778,0
1955,22.5,49191.8,2.82,29.17726,0
1956,23.1,49214.9,2.49,29.17709,0
1957,13.3,49228.2,2.24,29.17665,0
1958,17.3,49245.5,2.78,29.17437,0
1959,15.35,49260.85,3.06,29.17228,0
1960,18.15,49279.0,3.29,29.17105,0
1961,9.45,49288.45,2.33,29.16851,0
1962,10.7,49299.15,2.26,29.1679,0
1963,18.65,49317.8,3.34,29.16665,0
1964,26.35,49344.15,3.47,29.16863,0
1965,12.8,49356.95,3.11,29.16784,0
1966,12.0,49368.95,2.27,29.16656,0
1967,5.65,49374.6,1.68,29.16528,0
1968,16.75,49391.35,3.0,29.16274,0
1969,14.05,49405.4,1.9,29.16121,0
1970,15.95,49421.35,3.47,29.15972,0
1971,9.1,49430.45,2.05,29.15962,0
1972,3.9,49434.35,2.23,29.15905,0
1973,11.3,49445.65,3.06,29.15785,0
1974,11.2,49456.85,2.93,29.15774,0
1975,6.9,49463.75,2.54,29.15569,0
1976,19.4,49483.15,2.57,29.1523,0
1977,22.4,49505.55,2.99,29.15084,0
1978,14.7,49520.25,2.84,29.14868,0
1979,10.75,49531.0,2.25,29.14764,0
1980,10.6,49541.6,1.43,29.14536,0
1981,19.65,49561.25,2.5,29.14075,0
1982,9.4,49570.65,2.3,29.13861,0
1983,23.8,49594.45,2.51,29.13609,0
1984,14.15,49608.6,2.27,29.13303,0
1985,12.95,49621.55,2.55,29.13334,0
1986,9.2,49630.75,3.02,29.13211,0
1987,23.4,49654.15,2.28,29.13054,0
1988,12.1,49666.25,2.57,29.13007,0
1989,8.9,49675.15,2.95,29.12785,0
1990,7.55,49682.7,3.5,29.12771,0
1991,6.45,49689.15,3.57,29.12703,0
1992,14.05,49703.2,2.7,29.12533,0
1993,16.7,49719.9,3.06,29.12444,0
1994,12.9,49732.8,3.59,29.12388,0
1995,17.25,49750.05,3.28,29.12369,0
1996,1.5,49751.55,2.69,29.12218,0
1997,12.05,49763.6,3.32,29.12124,0
1998,6.5,49770.1,2.88,29.12041,0
1999,14.15,49784.25,3.47,29.11984,0
2000,15.55,49799.8,2.65,29.11803,0
2001,9.8,49809.6,3.68,29.11685,0
2002,11.0,49820.6,2.3,29.11484,0
2003,22.15,49842.75,3.46,29.11567,0
2004,18.0,49860.75,2.64,29.11441,0
2005,12.5,49873.25,3.91,29.11399,0
2006,24.25,49897.5,2.96,29.11287,0
2007,20.05,49917.55,3.7,29.11311,0
2008,26.45,49944.0,3.1,29.11271,0
2009,10.95,49954.95,3.14,29.11206,0
2010,19.45,49974.4,4.26,29.1101,0
2011,5.1,49979.5,3.1,29.1091,0
2012,10.95,49990.45,2.79,29.10697,0
2013,17.0,50007.45,3.34,29.10594,0
2014,14.15,50021.6,3.03,29.10554,0
2015,6.0,50027.6,3.73,29.10523,0
2016,25.0,50052.6,3.25,29.1043,0
2017,8.9,50061.5,3.36,29.10317,0
2018,11.95,50073.45,3.84,29.10152,0
2019,14.95,50088.4,2.8,29.10396,0
2020,20.6,50109.0,3.77,29.10472,0
2021,12.9,50121.9,2.27,29.1044,0
2022,15.15,50137.05,2.84,29.10343,0
2023,17.3,50154.35,1.73,28.01584,0
2024,16.85,50171.2,2.71,28.22518,0
2025,17.45,50188.65,2.55,28.36465,0
2026,10.6,50199.25,2.54,28.10399,0
2027,5.7,50204.95,2.35,27.93818,0
2028,14.65,50219.6,4.14,27.77528,0
2029,9.3,50228.9,2.64,27.82076,0
2030,6.0,50234.9,3.16,27.84954,0
2031,15.8,50250.7,1.82,27.88832,0
2032,8.75,50259.45,2.55,27.89872,0
2033,2.95,50262.4,2.24,28.00558,0
2034,16.3,50278.7,3.1,27.96091,0
2035,4.8,50283.5,3.0,27.95896,0
2036,4.7,50288.2,3.45,27.95723,0
2037,12.65,50300.85,3.69,27.91133,0
2038,15.3,50316.15,2.35,27.91492,0
2039,15.0,50331.15,2.24,27.88338,0
2040,3.6,50334.75,2.0,27.88449,0
2041,14.3,50349.05,2.76,27.89918,0
2042,10.05,50359.1,2.87,27.91083,0
2043,17.35,50376.45,3.2,27.88106,0
2044,9.15,50385.6,2.44,27.84964,0
2045,9.0,50394.6,2.24,27.82655,0
2046,9.5,50404.1,2.56,27.80167,0
2047,11.65,50415.75,3.04,27.7827,0
2048,10.5,50426.25,3.24,27.84604,0
2049,6.8,50433.05,2.77,27.85672,0
2050,12.8,50445.85,2.88,27.88187,0
2051,6.65,50452.5,2.9,27.85643,0
2052,5.6,50458.1,2.24,27.8473,0
2053,9.55,50467.65,3.5,27.83238,0
2054,13.65,50481.3,2.67,27.84479,0
2055,9.0,50490.3,2.79,27.82775,0
2056,20.1,50510.4,2.88,27.88589,0
2057,5.95,50516.35,2.69,27.87419,0
2058,14.35,50530.7,2.71,27.82071,0
2059,20.8,50551.5,2.78,27.8444,0
2060,11.7,50563.2,2.55,27.92712,0
2061,13.85,50577.05,3.46,27.90021,0
2062,7.7,50584.75,2.51,27.94804,0
2063,16.4,50601.15,2.89,27.99823,0
2064,17.9,50619.05,2.42,28.06855,0
2065,9.8,50628.85,2.98,28.14576,0
2066,6.5,50635.35,3.03,28.14567,0
2067,19.7,50655.05,2.44,28.19945,0
2068,5.1,50660.15,2.29,28.25985,0
2069,16.1,50676.25,4.17,28.27417,0
2070,11.25,50687.5,2.08,28.26138,0
2071,9.15,50696.65,3.43,28.26173,0
2072,18.65,50715.3,3.67,28.27978,0
2073,18.25,50733.55,2.1,28.33786,0
2074,16.65,50750.2,2.93,28.41819,0
2075,19.95,50770.15,3.44,28.41636,0
2076,12.75,50782.9,3.15,28.39516,0
2077,30.4,50813.3,2.89,28.47111,0
2078,13.75,50827.05,2.53,28.47167,0
2079,4.25,50831.3,2.42,28.49125,0
2080,5.35,50836.65,2.7,28.49465,0
2081,13.25,50849.9,2.74,28.49221,0
2082,16.15,50866.05,2.09,28.46423,0
2083,25.95,50892.0,3.08,28.48722,0
2084,9.6,50901.6,3.18,28.49469,0
2085,15.4,50917.0,3.38,28.47832,0
2086,15.7,50932.7,2.99,28.48795,0
2087,4.15,50936.85,2.6,28.48747,0
2088,2.95,50939.8,2.45,28.5049,0
2089,6.9,50946.7,2.27,28.49492,0
2090,8.35,50955.05,3.3,28.49325,0
2091,11.8,50966.85,2.44,27.36998,0
2092,12.75,50979.6,2.22,26.7102,0
2093,17.0,50996.6,2.99,26.57206,0
2094,4.95,51001.55,2.26,26.43852,0
